ESTABILIDAD;05/03/2025 09:28:37AM;DOBACK002;53;0;
ax; ay; az; gx; gy; gz; roll; pitch; yaw; timeantwifi; usciclo1; usciclo2; usciclo3;usciclo4; usciclo5; si; accmag; microsds
-12.69;  79.54; 1035.54; 910.17; -1898.31; -410.55;   1.25;   5.59; -95.63; 55671039.00; 19998.00; 20000.00; 20048.00; 20195.00; 19755.00;   0.87; 1038.66; 22370.00; 
  3.29;  61.00; 1039.93; 5858.30; -502.69; -922.42;   1.07;   5.68; -95.61; 55771082.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.97; 1041.72; 22370.00; 
  7.32;  73.32; 1032.61; 1198.93; 661.06; -1031.80;   1.07;   5.59; -95.56; 55871140.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.93; 1035.23; 22370.00; 
  2.81;  90.65; 1022.73; 1426.43; -139.56; -1023.05;   1.09;   5.48; -95.52; 55971553.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.97; 1026.74; 22370.00; 
  8.17;  93.94; 1013.45; -1023.58; 2376.06; -344.92;   1.35;   5.43; -95.51; 56071422.00; 19999.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.92; 1017.83; 22370.00; 
 -9.76;  90.16; 1027.00; -1202.95; -323.31; -511.17;   1.50;   5.30; -95.47; 56171497.00; 20000.00; 19998.00; 20000.00; 20088.00; 19910.00;   0.90; 1030.99; 22370.00; 
-21.72;  83.08; 1012.72; 1583.93; 477.31; 280.70;   1.55;   5.25; -95.48; 56271541.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.78; 1016.36; 22370.00; 
  0.00;  85.64; 1018.70; 2695.18; 2752.31; 350.70;   1.48;   5.25; -95.46; 56371601.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   1.00; 1022.29; 22370.00; 
  0.73;  73.32; 1059.94; 1019.55; 3382.31; 1076.95;   1.70;   5.41; -95.44; 56471660.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.99; 1062.47; 22370.00; 
09:32:48AM
-39.16;  80.28; 1089.34; 3907.05; -3202.06; 359.45;   1.85;   5.77; -95.44; 56570961.00; 19999.00; 19999.00; 20000.00; 19998.00; 20000.00;   0.62; 1092.99; 21965.00; 
-32.94;  97.11; 1048.96; 3950.80; -1386.44; 219.45;   1.65;   6.17; -95.44; 56671046.00; 19998.00; 20000.00; 19998.00; 20241.00; 19758.00;   0.67; 1053.96; 21965.00; 
 -2.44; 131.15; 1020.65; -997.33; 892.94; 586.95;   1.64;   6.40; -95.39; 56773931.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.97; 1029.05; 21965.00; 
-12.20; 120.29; 1018.33; -3009.82; 2323.56; 455.70;   1.86;   6.10; -95.33; 56871148.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.87; 1025.49; 21965.00; 
-25.74;  92.23; 1032.00; 131.43; -612.06; 276.33;   1.96;   5.99; -95.37; 56971353.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.74; 1036.43; 21965.00; 
-25.25;  95.53; 1034.07; 2353.93; 171.06; -327.42;   1.90;   6.15; -95.30; 57071413.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.74; 1038.78; 21965.00; 
-11.59; 115.90; 1001.13;  52.68; 446.69; -95.55;   1.89;   6.35; -95.27; 57171499.00; 20000.00; 19998.00; 20000.00; 20088.00; 19910.00;   0.88; 1007.89; 21965.00; 
-12.93; 118.83; 988.20; -2891.70; 2179.19; -34.30;   2.05;   6.19; -95.22; 57271535.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.86; 995.40; 21965.00; 
-19.64; 103.58; 1002.23; -3714.20; 1291.06; 770.70;   2.27;   5.89; -95.22; 57371606.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.79; 1007.76; 21965.00; 
-31.72;  81.50; 1029.80; 1855.18; 2179.19; 1234.45;   2.41;   5.81; -95.18; 57471649.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.68; 1033.51; 21965.00; 
09:32:49AM
-44.16;  90.04; 1059.69; 3710.18; -1237.69; 210.70;   2.37;   6.04; -95.15; 57570960.00; 20003.00; 19995.00; 20000.00; 19998.00; 20000.00;   0.56; 1064.43; 26536.00; 
-35.38; 107.12; 1051.64; 2983.93; -2340.19; 613.20;   2.19;   6.46; -95.14; 57671052.00; 19998.00; 20000.00; 19998.00; 20246.00; 19753.00;   0.65; 1057.67; 26536.00; 
-19.03; 124.93; 1026.63; 835.80; -240.19; -244.30;   2.08;   6.63; -95.12; 57771083.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.81; 1034.38; 26536.00; 
-14.88; 127.25; 992.10; -2169.82; 1934.19; 915.08;   2.08;   6.47; -95.09; 57873974.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.84; 1000.34; 26536.00; 
-16.84; 116.88; 1020.77; -2051.70; 722.31;  18.20;   2.23;   6.18; -95.06; 57971362.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.83; 1027.58; 26536.00; 
-17.57;  96.62; 1031.63; 1098.30; 118.56; -108.68;   2.37;   6.12; -95.03; 58071411.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.82; 1036.30; 26536.00; 
-14.15; 104.19; 1014.06; 4051.43; 3881.06; -235.55;   2.53;   6.41; -95.03; 58171500.00; 20000.00; 19998.00; 20000.00; 20088.00; 19910.00;   0.85; 1019.50; 26536.00; 
-30.62; 110.04; 1046.52; -17.32; 416.06; 569.45;   2.57;   6.55; -95.04; 58271531.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.69; 1052.73; 26536.00; 
-38.43; 107.48; 1056.76; -559.83; 1361.06; 1610.70;   2.50;   6.59; -95.04; 58371593.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.62; 1062.91; 26536.00; 
-21.47; 107.24; 1027.36; 2970.80; 1811.69; 582.58;   2.56;   6.86; -95.05; 58471657.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.78; 1033.17; 26536.00; 
09:32:50AM
-39.65; 121.39; 1023.58; 315.17; 516.69; 385.70;   2.68;   7.03; -95.03; 58570962.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.59; 1031.52; 21341.00; 
-33.43; 109.07; 1025.53; 1264.55; 451.06; -235.55;   2.70;   6.94; -95.04; 58671039.00; 19998.00; 20000.00; 19998.00; 20241.00; 19758.00;   0.66; 1031.86; 21341.00; 
-39.04; 108.82; 1035.78; 428.92; -1067.06; 407.58;   2.68;   6.93; -94.97; 58771081.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.61; 1042.21; 21341.00; 
-38.43; 104.43; 1030.90; 1610.18; -673.31; -73.68;   2.64;   6.97; -94.96; 58871338.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.61; 1036.89; 21341.00; 
-33.92; 109.19; 1039.20; 879.55; -69.56; 538.83;   2.54;   7.03; -94.95; 58971343.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.66; 1045.47; 21341.00; 
-30.62; 110.65; 1027.36; -1321.07; -183.31; 626.33;   2.40;   6.97; -94.92; 59071420.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.69; 1033.76; 21341.00; 
-25.74; 109.68; 1024.31; 455.17; -437.06; 110.07;   2.38;   6.99; -94.91; 59171491.00; 19998.00; 20000.00; 19998.00; 20090.00; 19908.00;   0.74; 1030.49; 21341.00; 
-21.23; 105.16; 1037.49; 717.67; 367.94;  75.07;   2.31;   6.92; -94.92; 59271532.00; 20009.00; 19989.00; 20000.00; 19998.00; 20000.00;   0.79; 1043.02; 21341.00; 
-23.42;  96.99; 1021.38; 1067.68; -17.06; -16.80;   2.41;   7.07; -94.94; 59371594.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.76; 1026.25; 21341.00; 
-17.45; 100.65; 1032.61; -157.32; 2590.44; 158.20;   2.36;   7.06; -94.99; 59471656.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.82; 1037.65; 21341.00; 
09:32:51AM
-14.40;  97.72; 1022.24; -292.95; -787.06; -449.92;   2.48;   7.12; -95.04; 59570965.00; 19997.00; 20001.00; 19998.00; 20000.00; 19998.00;   0.85; 1027.00; 23204.00; 
 -2.56; 108.21; 974.05; -1027.95; 3885.44; -47.43;   2.66;   7.08; -95.11; 59671212.00; 20000.00; 19998.00; 20000.00; 20239.00; 19760.00;   0.97; 980.04; 23204.00; 
-32.09; 110.04; 1021.99; -1513.57; 3618.56; 683.20;   2.87;   6.95; -95.19; 59771089.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.67; 1028.40; 23204.00; 
-42.82;  88.45; 1060.06; 2170.18; -1207.06; -196.18;   2.96;   6.86; -95.19; 59871137.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.58; 1064.60; 23204.00; 
-47.21;  97.48; 1058.59; 6405.17; -1010.19; -1968.05;   2.93;   7.21; -95.19; 59971358.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.53; 1064.12; 23204.00; 
-41.97; 120.41; 1042.49; -866.08; -935.81; -25.55;   2.75;   7.37; -95.22; 60071495.00; 20000.00; 19998.00; 20000.00; 19998.00; 20037.00;   0.58; 1050.26; 23204.00; 
-34.89; 111.75; 1026.51; -3171.70;  70.44; 306.95;   2.67;   7.31; -95.23; 60171491.00; 19961.00; 20000.00; 19998.00; 20095.00; 19904.00;   0.64; 1033.16; 23204.00; 
-32.70; 104.31; 1009.55; -1272.95; 1203.56; 735.70;   2.65;   7.17; -95.24; 60271542.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.66; 1015.45; 23204.00; 
-34.65;  97.60; 1019.43; -831.08; -1508.94; 411.95;   2.71;   7.16; -95.29; 60371607.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.64; 1024.68; 23204.00; 
-35.99;  95.04; 1042.61; 953.92; 866.69; -253.05;   2.68;   7.10; -95.32; 60471647.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.64; 1047.55; 23204.00; 
09:32:52AM
-32.21;  99.92; 1016.02; 2283.93; 324.19; 713.83;   2.73;   7.29; -95.37; 60570967.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.67; 1021.43; 23647.00; 
-29.77; 112.12; 1022.36; -345.45; 1304.19; -909.30;   2.85;   7.26; -95.36; 60671049.00; 20000.00; 19998.00; 20000.00; 20244.00; 19755.00;   0.69; 1028.92; 23647.00; 
-35.99; 101.99; 1032.85; -555.45; -765.19; -603.05;   3.02;   7.26; -95.40; 60771080.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.63; 1038.50; 23647.00; 
-46.73; 102.60; 1034.07; 988.92; -1163.31;  57.57;   2.99;   7.42; -95.42; 60871136.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.53; 1040.20; 23647.00; 
-44.16; 104.19; 1037.12; -1574.82;  22.31; 245.70;   2.95;   7.53; -95.44; 60971363.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.55; 1043.28; 23647.00; 
-41.48; 105.65; 1027.48; -564.20; -664.56; -384.30;   2.92;   7.61; -95.45; 61071410.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.58; 1033.73; 23647.00; 
-41.24; 105.90; 1020.04; 529.55; -463.31; -200.55;   2.81;   7.55; -95.49; 61171504.00; 19998.00; 20000.00; 19998.00; 20090.00; 19908.00;   0.58; 1026.35; 23647.00; 
-38.31; 110.78; 1016.02; -1399.82; -883.31; 503.83;   2.73;   7.45; -95.51; 61271543.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.61; 1022.75; 23647.00; 
-35.38; 119.07; 1026.87;  92.05; -493.94; -174.30;   2.66;   7.47; -95.49; 61371601.00; 19998.00; 20000.00; 19998.00; 19999.00; 20000.00;   0.64; 1034.36; 23647.00; 
-26.11; 124.44; 1007.48; 1750.18; -563.94; -296.80;   2.54;   7.43; -95.50; 61471665.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.73; 1015.47; 23647.00; 
09:32:53AM
 -6.83; 134.44; 1023.95; 538.30; 1767.94; -169.93;   2.45;   7.32; -95.54; 61573792.00; 19999.00; 19999.00; 20000.00; 19998.00; 20000.00;   0.93; 1032.76; 23468.00; 
-12.32; 150.55; 1037.24; 787.67; -918.31; -436.80;   2.52;   7.44; -95.58; 61676630.00; 19998.00; 20000.00; 19998.00; 20263.00; 19735.00;   0.88; 1048.18; 23468.00; 
-10.37; 163.48; 1031.39;  22.05; -2537.06; -646.80;   2.39;   7.52; -95.62; 61777976.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.89; 1044.32; 23468.00; 
 -3.54; 190.32; 1022.48; 625.80; -1517.69; -633.67;   2.36;   7.74; -95.62; 61878041.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.96; 1040.05; 23468.00; 
  0.49; 215.45; 1020.65; 962.67; 332.94; -463.05;   2.28;   7.77; -95.61; 61978091.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.99; 1043.14; 23468.00; 
 12.69; 224.36; 999.55; 1150.80; -638.31; -918.05;   2.25;   7.76; -95.66; 62078171.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.87; 1024.49; 23468.00; 
 19.15; 236.68; 991.01; -1504.82; 1076.69; -305.55;   2.18;   7.67; -95.70; 62178216.00; 20000.00; 19998.00; 20000.00; 20088.00; 19910.00;   0.80; 1019.06; 23468.00; 
 26.23; 221.55; 1002.47; -231.70; 1509.81; 245.70;   2.30;   7.74; -95.74; 62278290.00; 19998.00; 20000.00; 19998.00; 19999.00; 20000.00;   0.73; 1027.00; 23468.00; 
 10.49; 224.36; 1011.75; 109.55; -970.81; -200.55;   2.32;   7.69; -95.78; 62378308.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.89; 1036.38; 23468.00; 
 18.54; 229.60; 1014.31; 1260.18; 866.69; -642.42;   2.32;   7.73; -95.82; 62478430.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.81; 1040.14; 23468.00; 
09:32:53AM
 13.66; 235.34; 1017.97; 612.67; 494.81; -209.30;   2.44;   7.81; -95.85; 62577793.00; 20000.00; 19997.00; 20000.00; 19998.00; 19999.00;   0.86; 1044.91; 21733.00; 
 16.35; 228.63; 1017.24; 1745.80; 1728.56; -524.30;   2.44;   7.86; -95.88; 62677941.00; 20000.00; 19998.00; 20000.00; 20245.00; 19754.00;   0.83; 1042.74; 21733.00; 
 -0.73; 211.67; 1021.38; -3202.32; -1863.31; 783.83;   2.47;   7.91; -95.89; 62777891.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.99; 1043.09; 21733.00; 
 -1.95; 195.08; 1022.36; 1190.18; 1312.94; -126.18;   2.50;   7.93; -95.92; 62878020.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.98; 1040.81; 21733.00; 
 -9.27; 193.00; 999.91; -2003.57; -2782.06; -651.17;   2.50;   7.92; -95.93; 62978120.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.90; 1018.41; 21733.00; 
 -5.61; 183.24; 1017.36; 590.80; 1654.19; -397.42;   2.60;   7.79; -95.94; 63078064.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.94; 1033.74; 21733.00; 
 -1.59; 167.63; 1015.53;  83.30; 1645.44; -64.93;   2.58;   7.75; -95.97; 63178255.00; 19998.00; 20000.00; 19998.00; 20090.00; 19908.00;   0.98; 1029.27; 21733.00; 
 -6.22; 164.09; 1022.73; 1767.68; 2231.69; -414.92;   2.68;   7.75; -96.00; 63278376.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.94; 1035.82; 21733.00; 
-13.79; 154.82; 1029.56; 188.30;  44.19; -78.05;   2.75;   7.81; -96.02; 63378415.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.86; 1041.22; 21733.00; 
-35.62; 122.24; 1012.48; -1198.57; 1833.56; 263.20;   2.76;   7.76; -96.02; 63471660.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.63; 1020.45; 21733.00; 
09:32:55AM
-51.97;  82.96; 1024.92; -3001.07; -1185.19; -327.42;   2.84;   7.53; -96.03; 63571229.00; 19999.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.47; 1029.59; 22227.00; 
-52.46;  64.17; 1028.46; -2222.32; 1483.56; 989.45;   2.82;   7.49; -96.08; 63671072.00; 19999.00; 20000.00; 19998.00; 20241.00; 19758.00;   0.47; 1031.79; 22227.00; 
-52.95;  60.02; 1036.51; -3766.70; -787.06; -379.92;   2.76;   7.63; -96.11; 63771889.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.47; 1039.60; 22227.00; 
-57.83;  45.87; 1026.87; 420.17; -900.81; 346.33;   2.72;   7.75; -96.14; 63872608.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.41; 1029.52; 22227.00; 
-53.19;  49.17; 1037.73; -1189.82; 136.06; 578.20;   2.72;   7.80; -96.16; 63972009.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.46; 1040.26; 22227.00; 
-48.43;  51.85; 1018.58; -4401.08; -209.56; 613.20;   2.66;   7.87; -96.20; 64072077.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.50; 1021.05; 22227.00; 
-27.82;  87.84; 1049.69; -17259.20; 1855.44; 1496.95;   2.75;   8.03; -96.20; 64171501.00; 20000.00; 19998.00; 20000.00; 20088.00; 19910.00;   0.72; 1053.72; 22227.00; 
-44.41; 104.43; 1044.32; -2777.95; -1137.06; 1593.20;   2.61;   8.48; -96.22; 64271535.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.55; 1050.47; 22227.00; 
-26.35; 139.93; 1008.09; 993.30; -887.69; 407.58;   2.46;   8.66; -96.24; 64376929.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.73; 1018.09; 22227.00; 
-34.77; 114.80; 990.15; -3272.32; 416.06; -397.42;   2.53;   8.41; -96.22; 64471656.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.63; 997.39; 22227.00; 
09:32:56AM
-29.04;  99.67; 1006.99; 573.30; 1299.81; -471.80;   2.54;   8.01; -96.25; 64570966.00; 19999.00; 19999.00; 20000.00; 19998.00; 20000.00;   0.70; 1012.33; 22311.00; 
-27.94; 102.85; 1030.41; 822.67; -1740.81; 368.20;   2.56;   8.09; -96.25; 64671042.00; 19998.00; 20000.00; 19998.00; 20246.00; 19753.00;   0.72; 1035.91; 22311.00; 
-21.47; 132.13; 1032.61; 757.05; 376.69; 324.45;   2.40;   8.37; -96.28; 64773913.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.78; 1041.25; 22311.00; 
-12.93; 152.01; 1013.58; 109.55; 2354.19; 1002.58;   2.44;   8.56; -96.33; 64878077.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.87; 1024.99; 22311.00; 
-16.59; 154.33; 1036.27; -1102.32; -30.19; 775.08;   2.44;   8.55; -96.38; 64978094.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.83; 1047.83; 22311.00; 
-10.49; 161.28; 1023.46; 2253.30; 2100.44; 1142.57;   2.46;   8.76; -96.44; 65078155.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.89; 1036.14; 22311.00; 
-14.15; 173.61; 1026.51; -1552.95; 1098.56; 306.95;   2.50;   8.86; -96.45; 65178267.00; 20000.00; 19998.00; 20000.00; 20093.00; 19906.00;   0.86; 1041.18; 22311.00; 
-15.86; 164.58; 1005.65; -1404.20; 1802.94; 1068.20;   2.54;   8.82; -96.48; 65278326.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.83; 1019.15; 22311.00; 
-34.77; 134.08; 1007.23; -2865.45; 582.31; 324.45;   2.46;   8.72; -96.47; 65376856.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.64; 1016.71; 22311.00; 
-41.36;  89.06; 1003.33; -1657.95; 192.94; -331.80;   2.52;   8.42; -96.50; 65471752.00; 19998.00; 19999.00; 20000.00; 19998.00; 20000.00;   0.57; 1008.12; 22311.00; 
09:32:57AM
-50.63;  55.75; 1038.46; -279.83; 1094.19; 499.45;   2.55;   8.24; -96.51; 65571673.00; 19997.00; 20001.00; 19998.00; 20000.00; 19998.00;   0.49; 1041.19; 22718.00; 
-54.29;  49.41; 1048.35; 1982.05; -375.81; -301.17;   2.51;   8.34; -96.52; 65671858.00; 20000.00; 19998.00; 20000.00; 20239.00; 19760.00;   0.46; 1050.91; 22718.00; 
-43.19;  61.24; 1028.46; 1041.43; 2507.31; -121.80;   2.51;   8.30; -96.54; 65771113.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.56; 1031.19; 22718.00; 
-50.14;  62.46; 1031.63; -2817.32; -157.06; -493.67;   2.63;   8.12; -96.56; 65871156.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.49; 1034.74; 22718.00; 
-49.17;  52.95; 1017.85; 1430.80; 971.69; -397.42;   2.61;   8.07; -96.60; 65971392.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;   0.49; 1020.41; 22718.00; 
-54.90;  48.56; 1019.55; -1986.07; 989.19; 516.95;   2.77;   8.10; -96.61; 66072087.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.44; 1022.18; 22718.00; 
-64.66;  34.65; 1028.46; 2437.05; -721.44; -1084.30;   2.74;   8.04; -96.63; 66174251.00; 19998.00; 20000.00; 19998.00; 20089.00; 19909.00;   0.34; 1031.07; 22718.00; 
-65.15; -33.55; 1027.48; -4821.08; -3241.44; 12552.58;   2.28;   9.25; -96.41; 66274367.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;   0.34; 1030.09; 22718.00; 
-101.50; -133.47; 1057.62; -4777.33; 17084.81; 21547.57;   2.14;   9.53; -99.65; 66379086.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.00; 1070.83; 22718.00; 
-142.50; -147.38; 1072.99; 376.42; -4282.69; -3626.18;   2.11;   9.65; -99.18; 66479157.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.38; 1092.40; 22718.00; 
09:32:58AM
-120.29; -159.94; 1062.25; -966.70; 2231.69; 201.95;   2.15;   9.56; -99.33; 66578500.00; 19999.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.18; 1080.94; 32928.00; 
-134.81; -160.43; 1042.12; 148.93; -2900.19; -43.05;   2.16;   9.57; -99.31; 66678562.00; 20000.00; 19998.00; 20000.00; 20242.00; 19756.00;  -0.35; 1062.98; 32928.00; 
-118.34; -169.82; 1044.69; -349.83; 2310.44; 1597.57;   2.05;   9.45; -99.32; 66778631.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.18; 1064.99; 32928.00; 
-114.19; -178.00; 1030.78; -1771.70; 2747.94; 258.83;   2.14;   9.32; -99.33; 66878062.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.16; 1052.25; 32928.00; 
-129.08; -188.86; 1057.50; -564.20; -769.56; -393.05;   2.27;   9.22; -99.31; 66978747.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.27; 1081.95; 32928.00; 
-134.93; -203.37; 1075.31; 1325.80; -1045.19; -29.93;   2.25;   9.30; -99.32; 67078883.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.31; 1102.66; 32928.00; 
-128.95; -199.47; 1054.81; 267.05; 538.56; 145.07;   2.20;   9.47; -99.30; 67178206.00; 19998.00; 20000.00; 19998.00; 20089.00; 19909.00;  -0.27; 1081.22; 32928.00; 
-136.64; -209.60; 1054.08; -1115.45; 446.69; -883.05;   2.22;   9.46; -99.28; 67278267.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.35; 1083.37; 32928.00; 
-150.55; -241.32; 1074.09; 612.67; 486.06; 1107.57;   2.23;   9.31; -99.24; 67378382.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.46; 1111.11; 32928.00; 
-156.89; -283.77; 1076.77; 468.30; -970.81; 355.08;   2.16;   9.34; -99.25; 67478454.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.52; 1124.54; 32928.00; 
09:32:58AM
-167.51; -301.83; 1076.28; 1785.18; -1023.31; 232.57;   2.14;   9.50; -99.24; 67577711.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.62; 1130.29; 20330.00; 
-166.90; -320.37; 1045.30; -2462.95; 354.81; -651.17;   2.03;   9.47; -99.23; 67677907.00; 20000.00; 19998.00; 20000.00; 20242.00; 19756.00;  -0.66; 1105.95; 20330.00; 
-158.60; -344.77; 1053.47; -2786.70; -332.06; -3048.68;   2.05;   9.22; -99.51; 69998949.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.57; 1119.74; 20330.00; 
-162.75; -362.10; 1081.65; -1723.57; -183.31; -760.55;   2.18;   9.00; -99.52; 67878049.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.57; 1152.20; 20330.00; 
-179.58; -375.76; 1076.65; 765.80; -708.31; -476.17;   2.24;   8.97; -99.57; 67978158.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.73; 1154.39; 20330.00; 
-163.11; -367.59; 1073.97; 1089.55; -1968.31; -1176.18;   2.14;   9.08; -99.64; 68078198.00; 20000.00; 19998.00; 20000.00; 19999.00; 19998.00;  -0.58; 1146.79; 20330.00; 
-152.99; -349.16; 1070.67; -1675.45; -406.44; -104.30;   2.05;   9.12; -99.71; 68178362.00; 20000.00; 19998.00; 20000.00; 20087.00; 19912.00;  -0.49; 1136.51; 20330.00; 
-149.94; -329.40; 1064.33; -607.95; 704.81; -1618.05;   2.05;   9.16; -99.80; 68278402.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.47; 1124.18; 20330.00; 
-143.59; -303.05; 1067.74; 700.17; -91.44;  92.57;   2.06;   9.14; -99.91; 68378275.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.40; 1119.17; 20330.00; 
-141.76; -276.70; 1061.40; 625.80; 437.94;   0.70;   2.11;   9.12; -99.96; 68478531.00; 19998.00; 19999.00; 20000.00; 19998.00; 20000.00;  -0.39; 1106.00; 20330.00; 
09:32:58AM
-146.64; -258.88; 1063.11; 1207.68; 827.31; 446.95;   2.17;   9.17; -100.03; 68577727.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.44; 1103.96; 20655.00; 
-153.96; -233.14; 1059.33; -446.08; 1426.69; 1120.70;   2.13;   9.20; -100.02; 68677989.00; 20000.00; 19998.00; 20000.00; 20237.00; 19761.00;  -0.51; 1095.55; 20655.00; 
-180.07; -203.50; 1054.20; -196.70; 1129.19; 2962.57;   2.23;   9.29; -99.81; 68778032.00; 19998.00; 20000.00; 19998.00; 20000.00; 19998.00;  -0.77; 1088.66; 20655.00; 
-184.10; -167.87; 1054.32; 1238.30; 2371.69; 9498.83;   2.26;   9.43; -99.17; 68878127.00; 20000.00; 19998.00; 20000.00; 19998.00; 20000.00;  -0.81; 1083.36; 20655.00; 
